"","strain","subtype","date","country","state","season","lat","lng"
"335464","CY161008","H3N2","2011-11-23","Peru",NA,"2011-2012",-9.189967,-75.015152
"262066","CY124365","H3N2","2011-11-23","Singapore",NA,"2011-2012",1.352083,103.819836
"40029","KC892410","H3N2","2011-11-22","USA","Colorado","192011-2011",39.5500507,-105.7820674
"59015","KC892673","H3N2","2011-11-22","USA","Georgia","192011-2011",32.1656221,-82.9000751
"480506","KT888607","H3N2","2011-11-22","Philippines",NA,"2011-2012",12.879721,121.774017
"240210","JQ290164","H3N2","2011-11-21","USA","West Virginia","192011-2011",38.5976262,-80.4549026
"513764","CY162992","H3N2","2011-11-19","Peru",NA,"2011-2012",-9.189967,-75.015152
"534233","KF598703","H3N2","2011-11-17","Canada",NA,"192011-2011",56.130366,-106.346771
"88888","KC892400","H3N2","2011-11-17","USA","Iowa","192011-2011",41.8780025,-93.097702
"127297","KC892416","H3N2","2011-11-17","USA","Minnesota","192011-2011",46.729553,-94.6858998
"302183","CY124265","H3N2","2011-11-17","Singapore",NA,"2011-2012",1.352083,103.819836
"496836","CY124363","H3N2","2011-11-17","Singapore",NA,"2011-2012",1.352083,103.819836
"262387","CY124475","H3N2","2011-11-17","Singapore",NA,"2011-2012",1.352083,103.819836
"534224","KF598704","H3N2","2011-11-16","Canada",NA,"192011-2011",56.130366,-106.346771
"205693","KC892407","H3N2","2011-11-16","USA","Pennsylvania","192011-2011",41.2033216,-77.1945247
"306835","KF598702","H3N2","2011-11-15","Canada",NA,"192011-2011",56.130366,-106.346771
"515715","KT888611","H3N2","2011-11-15","Philippines",NA,"2011-2012",12.879721,121.774017
"476518","KT889249","H3N2","2011-11-15","China",NA,"2011-2012",35.86166,104.195397
"297395","CY160808","H3N2","2011-11-15","Peru",NA,"2011-2012",-9.189967,-75.015152
"366377","KP335887","H3N2","2011-11-15","Thailand",NA,"2011-2012",15.870032,100.992541
"83466","JQ070768","H3N2","2011-11-14","USA","Iowa","192011-2011",41.8780025,-93.097702
"88302","JQ070776","H3N2","2011-11-14","USA","Iowa","192011-2011",41.8780025,-93.097702
"522688","KU933860","H3N2","2011-11-14","Jordan",NA,"2011-2012",30.585164,36.238414
"304674","CY161840","H3N2","2011-11-14","Peru",NA,"2011-2012",-9.189967,-75.015152
"478541","KM069552","H3N2","2011-11-14","Singapore",NA,"2011-2012",1.352083,103.819836
"320035","CY124473","H3N2","2011-11-14","Singapore",NA,"2011-2012",1.352083,103.819836
"533569","KU933862","H3N2","2011-11-12","Jordan",NA,"2011-2012",30.585164,36.238414
"374775","KU933863","H3N2","2011-11-12","Jordan",NA,"2011-2012",30.585164,36.238414
"202158","KC892960","H3N2","2011-11-11","USA","Oregon","192011-2011",43.8041334,-120.5542012
"502577","KM069551","H3N2","2011-11-11","Singapore",NA,"2011-2012",1.352083,103.819836
"266486","CY124263","H3N2","2011-11-11","Singapore",NA,"2011-2012",1.352083,103.819836
"374451","KM069550","H3N2","2011-11-10","Singapore",NA,"2011-2012",1.352083,103.819836
"440025","CY124361","H3N2","2011-11-10","Singapore",NA,"2011-2012",1.352083,103.819836
"266560","CY124261","H3N2","2011-11-09","Singapore",NA,"2011-2012",1.352083,103.819836
"41513","KC892250","H3N2","2011-11-08","USA","Colorado","192011-2011",39.5500507,-105.7820674
"532731","CY124257","H3N2","2011-11-08","Singapore",NA,"2011-2012",1.352083,103.819836
"519359","CY124259","H3N2","2011-11-08","Singapore",NA,"2011-2012",1.352083,103.819836
"429628","CY124359","H3N2","2011-11-08","Singapore",NA,"2011-2012",1.352083,103.819836
"363468","KC020362","H3N2","2011-11-06","Cambodia",NA,"2011-2012",12.565679,104.990963
"232063","KC892266","H3N2","2011-11-06","USA","Utah","192011-2011",39.3209801,-111.0937311
"61376","KC892764","H3N2","2011-11-05","USA","Hawaii","192011-2011",21.3155434,-157.8615682
"88079","KC892257","H3N2","2011-11-05","USA","Iowa","192011-2011",41.8780025,-93.097702
"198108","KC892399","H3N2","2011-11-05","USA","Ohio","192011-2011",40.4172871,-82.907123
"247830","KC892937","H3N2","2011-11-05","USA","Wisconsin","192011-2011",43.7844397,-88.7878678
"95452","KC892269","H3N2","2011-11-04","USA","Kentucky","192011-2011",37.8393332,-84.2700179
"144940","KC892608","H3N2","2011-11-04","USA","Nevada","192011-2011",38.8026097,-116.419389
"441801","KT888780","H3N2","2011-11-03","Peru",NA,"2011-2012",-9.189967,-75.015152
"262068","CY124255","H3N2","2011-11-03","Singapore",NA,"2011-2012",1.352083,103.819836
"415675","KP335886","H3N2","2011-11-03","Thailand",NA,"2011-2012",15.870032,100.992541
"123549","KC892962","H3N2","2011-11-02","USA","Minnesota","192011-2011",46.729553,-94.6858998
"143086","KC892391","H3N2","2011-11-02","USA","Nebraska","192011-2011",41.4925374,-99.9018131
"229718","KT889202","H3N2","2011-11-02","USA","Unknown","192011-2011",37.09024,-95.712891
"460306","CY124253","H3N2","2011-11-02","Singapore",NA,"2011-2012",1.352083,103.819836
"425139","KP335884","H3N2","2011-11-02","Thailand",NA,"2011-2012",15.870032,100.992541
"357638","KP335885","H3N2","2011-11-02","Thailand",NA,"2011-2012",15.870032,100.992541
"314806","KU933854","H3N2","2011-11-01","Jordan",NA,"2011-2012",30.585164,36.238414
"494759","CY124357","H3N2","2011-11-01","Singapore",NA,"2011-2012",1.352083,103.819836
"319099","CY124471","H3N2","2011-11-01","Singapore",NA,"2011-2012",1.352083,103.819836
"379905","CY160816","H3N2","2011-10-31","Peru",NA,"2011-2012",-9.189967,-75.015152
"514861","CY161352","H3N2","2011-10-31","Peru",NA,"2011-2012",-9.189967,-75.015152
"315171","CY124249","H3N2","2011-10-31","Singapore",NA,"2011-2012",1.352083,103.819836
"494752","CY124251","H3N2","2011-10-31","Singapore",NA,"2011-2012",1.352083,103.819836
"61745","KC892397","H3N2","2011-10-28","USA","Hawaii","192011-2010",21.3155434,-157.8615682
"308672","KF014152","H3N2","2011-10-28","Singapore",NA,"2011-2012",1.352083,103.819836
"384517","CY124467","H3N2","2011-10-28","Singapore",NA,"2011-2012",1.352083,103.819836
"501763","CY124469","H3N2","2011-10-28","Singapore",NA,"2011-2012",1.352083,103.819836
"24021","KC892655","H3N2","2011-10-26","USA","California","192011-2010",36.778261,-119.4179324
"477837","CY160960","H3N2","2011-10-26","Peru",NA,"2011-2012",-9.189967,-75.015152
"532406","KT888786","H3N2","2011-10-25","Peru",NA,"2011-2012",-9.189967,-75.015152
"304095","CY181905","H3N2","2011-10-24","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"293173","CY181913","H3N2","2011-10-24","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"297500","CY161216","H3N2","2011-10-24","Peru",NA,"2011-2012",-9.189967,-75.015152
"461385","CY163360","H3N2","2011-10-24","Peru",NA,"2011-2012",-9.189967,-75.015152
"341509","CY124247","H3N2","2011-10-24","Singapore",NA,"2011-2012",1.352083,103.819836
"375733","CY124355","H3N2","2011-10-24","Singapore",NA,"2011-2012",1.352083,103.819836
"523884","KP335883","H3N2","2011-10-24","Thailand",NA,"2011-2012",15.870032,100.992541
"39953","KC892190","H3N2","2011-10-23","USA","Colorado","192011-2010",39.5500507,-105.7820674
"533567","KU933859","H3N2","2011-10-23","Jordan",NA,"2011-2012",30.585164,36.238414
"341711","KT888792","H3N2","2011-10-23","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"307190","CY160440","H3N2","2011-10-23","Peru",NA,"2011-2012",-9.189967,-75.015152
"77542","JQ070792","H3N2","2011-10-22","USA","Indiana","192011-2010",40.2671941,-86.1349019
"77535","JN992750","H3N2","2011-10-22","USA","Indiana","192011-2010",40.2671941,-86.1349019
"470471","KF014196","H3N2","2011-10-22","Singapore",NA,"2011-2012",1.352083,103.819836
"470461","JX437841","H3N2","2011-10-22","Singapore",NA,"2011-2012",1.352083,103.819836
"380363","CY161240","H3N2","2011-10-21","Peru",NA,"2011-2012",-9.189967,-75.015152
"56171","KC892260","H3N2","2011-10-20","USA","Florida","192011-2010",27.6648274,-81.5157535
"514258","KF014151","H3N2","2011-10-20","Singapore",NA,"2011-2012",1.352083,103.819836
"295338","CY124245","H3N2","2011-10-20","Singapore",NA,"2011-2012",1.352083,103.819836
"338574","CY124243","H3N2","2011-10-19","Singapore",NA,"2011-2012",1.352083,103.819836
"375107","JX679214","H3N2","2011-10-19","Brazil",NA,"2011-2012",-14.235004,-51.92528
"309449","KU299801","H3N2","2011-10-18","Cambodia",NA,"2011-2012",12.565679,104.990963
"363503","KU299809","H3N2","2011-10-18","Cambodia",NA,"2011-2012",12.565679,104.990963
"258215","CY124241","H3N2","2011-10-18","Singapore",NA,"2011-2012",1.352083,103.819836
"451920","KF014194","H3N2","2011-10-18","Singapore",NA,"2011-2012",1.352083,103.819836
"451917","KF014257","H3N2","2011-10-18","Singapore",NA,"2011-2012",1.352083,103.819836
"367050","CY181841","H3N2","2011-10-17","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"335467","CY160408","H3N2","2011-10-17","Peru",NA,"2011-2012",-9.189967,-75.015152
"514927","CY162680","H3N2","2011-10-17","Peru",NA,"2011-2012",-9.189967,-75.015152
"302935","KT888785","H3N2","2011-10-17","Peru",NA,"2011-2012",-9.189967,-75.015152
"447982","KM069548","H3N2","2011-10-17","Singapore",NA,"2011-2012",1.352083,103.819836
"457346","CY124465","H3N2","2011-10-17","Singapore",NA,"2011-2012",1.352083,103.819836
"407565","KU299817","H3N2","2011-10-14","Cambodia",NA,"2011-2012",12.565679,104.990963
"418351","KT888791","H3N2","2011-10-14","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"334151","KT888790","H3N2","2011-10-13","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"527085","CY124161","H3N2","2011-10-13","Singapore",NA,"2011-2012",1.352083,103.819836
"451228","CY181793","H3N2","2011-10-12","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"523905","CY124463","H3N2","2011-10-11","Singapore",NA,"2011-2012",1.352083,103.819836
"422923","KC020360","H3N2","2011-10-10","Cambodia",NA,"2011-2012",12.565679,104.990963
"100699","JN866186","H3N2","2011-10-10","USA","Maine","192011-2010",45.253783,-69.4454689
"20797","KC892263","H3N2","2011-10-07","USA","Arkansas","192011-2010",35.20105,-91.8318334
"345398","CY162504","H3N2","2011-10-07","Peru",NA,"2011-2012",-9.189967,-75.015152
"360684","CY124159","H3N2","2011-10-07","Singapore",NA,"2011-2012",1.352083,103.819836
"530384","CY124237","H3N2","2011-10-07","Singapore",NA,"2011-2012",1.352083,103.819836
"532076","CY124239","H3N2","2011-10-07","Singapore",NA,"2011-2012",1.352083,103.819836
"284199","CY124351","H3N2","2011-10-07","Singapore",NA,"2011-2012",1.352083,103.819836
"341661","KT888793","H3N2","2011-10-07","Peru",NA,"2011-2012",-9.189967,-75.015152
"153223","KC892741","H3N2","2011-10-06","USA","New Jersey","192011-2010",40.0583238,-74.4056612
"414587","CY181745","H3N2","2011-10-06","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"360598","KU299793","H3N2","2011-10-04","Cambodia",NA,"2011-2012",12.565679,104.990963
"304101","CY181729","H3N2","2011-10-04","Nicaragua",NA,"2011-2012",12.865416,-85.207229
"201872","KC893047","H3N2","2011-10-04","USA","Oregon","192011-2010",43.8041334,-120.5542012
"374862","CY124233","H3N2","2011-10-04","Singapore",NA,"2011-2012",1.352083,103.819836
"515587","KT888783","H3N2","2011-10-04","Honduras",NA,"2011-2012",15.199999,-86.241905
"506301","KC020359","H3N2","2011-10-03","Cambodia",NA,"2011-2012",12.565679,104.990963
"78274","KC892992","H3N2","2011-10-03","USA","Indiana","192011-2010",40.2671941,-86.1349019
"203062","KC892198","H3N2","2011-10-03","USA","Oregon","192011-2010",43.8041334,-120.5542012
"482246","CY124349","H3N2","2011-10-03","Singapore",NA,"2011-2012",1.352083,103.819836
"119988","KC892988","H3N2","2011-10-02","USA","Michigan","192011-2010",44.3148443,-85.6023643
"125018","KC892998","H3N2","2011-10-02","USA","Minnesota","192011-2010",46.729553,-94.6858998
"162947","KC892978","H3N2","2011-10-02","USA","New York","192011-2010",40.7127753,-74.0059728
"390070","KF014193","H3N2","2011-10-01","Singapore",NA,"2011-2012",1.352083,103.819836
"534425","KP335881","H3N2","2011-10-01","Thailand",NA,"2011-2012",15.870032,100.992541
"273117","KM069547","H3N2","2011-09-30","Singapore",NA,"2011-2012",1.352083,103.819836
"364196","CY124453","H3N2","2011-09-29","Singapore",NA,"2011-2012",1.352083,103.819836
"407805","KT888604","H3N2","2011-09-27","Bhutan",NA,"2011-2012",27.514162,90.433601
"334045","KT888606","H3N2","2011-09-27","Bhutan",NA,"2011-2012",27.514162,90.433601
"474632","CY124229","H3N2","2011-09-27","Singapore",NA,"2011-2012",1.352083,103.819836
"448259","KM069546","H3N2","2011-09-27","Singapore",NA,"2011-2012",1.352083,103.819836
"NA.55","CY125685","H3N2","2011-09-26","China",NA,"2011-2012",35.86166,104.195397
"447985","KM069545","H3N2","2011-09-26","Singapore",NA,"2011-2012",1.352083,103.819836
"374511","KP335880","H3N2","2011-09-24","Thailand",NA,"2011-2012",15.870032,100.992541
"376403","CY124347","H3N2","2011-09-23","Singapore",NA,"2011-2012",1.352083,103.819836
"210378","KC893051","H3N2","2011-09-23","USA","South Dakota","2011-2012",43.9695148,-99.9018131
"440575","CY162984","H3N2","2011-09-22","Peru",NA,"2011-2012",-9.189967,-75.015152
"393960","CY124449","H3N2","2011-09-22","Singapore",NA,"2011-2012",1.352083,103.819836
"316294","KT888632","H3N2","2011-09-21","Myanmar",NA,"2011-2012",21.916221,95.955974
"345307","CY160672","H3N2","2011-09-20","Peru",NA,"2011-2012",-9.189967,-75.015152
"406419","CY163032","H3N2","2011-09-20","Peru",NA,"2011-2012",-9.189967,-75.015152
"340966","KF612195","H3N2","2011-09-20","Bolivia",NA,"2011-2012",-16.290154,-63.588653
"293397","CY124447","H3N2","2011-09-20","Singapore",NA,"2011-2012",1.352083,103.819836
"345483","CY162352","H3N2","2011-09-19","Peru",NA,"2011-2012",-9.189967,-75.015152
"408084","CY124157","H3N2","2011-09-19","Singapore",NA,"2011-2012",1.352083,103.819836
"378122","CY124345","H3N2","2011-09-19","Singapore",NA,"2011-2012",1.352083,103.819836
"299618","KP638118","H3N2","2011-09-19","Thailand",NA,"2011-2012",15.870032,100.992541
"12032","KC892914","H3N2","2011-09-16","USA","Alaska","2011-2012",64.2008413,-149.4936733
"515021","CY163224","H3N2","2011-09-16","Peru",NA,"2011-2012",-9.189967,-75.015152
"333556","CY124445","H3N2","2011-09-16","Singapore",NA,"2011-2012",1.352083,103.819836
"445865","KP335879","H3N2","2011-09-16","Thailand",NA,"2011-2012",15.870032,100.992541
"NA.56","CY125687","H3N2","2011-09-15","China",NA,"2011-2012",35.86166,104.195397
"414823","CY161056","H3N2","2011-09-15","Peru",NA,"2011-2012",-9.189967,-75.015152
"405426","CY163280","H3N2","2011-09-14","Peru",NA,"2011-2012",-9.189967,-75.015152
"316261","KT888628","H3N2","2011-09-14","Thailand",NA,"2011-2012",15.870032,100.992541
"334124","KT888631","H3N2","2011-09-14","Thailand",NA,"2011-2012",15.870032,100.992541
"297462","CY160976","H3N2","2011-09-13","Peru",NA,"2011-2012",-9.189967,-75.015152
"474347","CY161048","H3N2","2011-09-13","Peru",NA,"2011-2012",-9.189967,-75.015152
"503071","CY124223","H3N2","2011-09-13","Singapore",NA,"2011-2012",1.352083,103.819836
"460185","CY124225","H3N2","2011-09-13","Singapore",NA,"2011-2012",1.352083,103.819836
"478428","KM069544","H3N2","2011-09-13","Singapore",NA,"2011-2012",1.352083,103.819836
"508952","KP638006","H3N2","2011-09-13","Thailand",NA,"2011-2012",15.870032,100.992541
"334143","KT888633","H3N2","2011-09-12","India",NA,"2011-2012",20.593684,78.96288
"478056","CY160416","H3N2","2011-09-10","Peru",NA,"2011-2012",-9.189967,-75.015152
"297453","CY162800","H3N2","2011-09-10","Peru",NA,"2011-2012",-9.189967,-75.015152
"506694","CY161304","H3N2","2011-09-09","Peru",NA,"2011-2012",-9.189967,-75.015152
"378776","CY162536","H3N2","2011-09-09","Peru",NA,"2011-2012",-9.189967,-75.015152
"494805","CY124221","H3N2","2011-09-08","Singapore",NA,"2011-2012",1.352083,103.819836
"409276","CY124439","H3N2","2011-09-08","Singapore",NA,"2011-2012",1.352083,103.819836
"364154","CY124441","H3N2","2011-09-08","Singapore",NA,"2011-2012",1.352083,103.819836
"515034","CY161456","H3N2","2011-09-07","Peru",NA,"2011-2012",-9.189967,-75.015152
"380377","CY163368","H3N2","2011-09-07","Peru",NA,"2011-2012",-9.189967,-75.015152
"527312","CY124339","H3N2","2011-09-07","Singapore",NA,"2011-2012",1.352083,103.819836
"410455","CY160656","H3N2","2011-09-06","Peru",NA,"2011-2012",-9.189967,-75.015152
"514871","CY161552","H3N2","2011-09-06","Peru",NA,"2011-2012",-9.189967,-75.015152
"375735","CY124337","H3N2","2011-09-06","Singapore",NA,"2011-2012",1.352083,103.819836
"522347","CY124437","H3N2","2011-09-06","Singapore",NA,"2011-2012",1.352083,103.819836
"301194","KP335878","H3N2","2011-09-06","Thailand",NA,"2011-2012",15.870032,100.992541
"444301","KF612193","H3N2","2011-09-05","Bolivia",NA,"2011-2012",-16.290154,-63.588653
"336919","KP335877","H3N2","2011-09-05","Thailand",NA,"2011-2012",15.870032,100.992541
"286952","CY161696","H3N2","2011-09-03","Peru",NA,"2011-2012",-9.189967,-75.015152
"405457","CY162552","H3N2","2011-09-02","Peru",NA,"2011-2012",-9.189967,-75.015152
"319950","CY124431","H3N2","2011-09-02","Singapore",NA,"2011-2012",1.352083,103.819836
"365998","CY124433","H3N2","2011-09-02","Singapore",NA,"2011-2012",1.352083,103.819836
"281648","CY124435","H3N2","2011-09-02","Singapore",NA,"2011-2012",1.352083,103.819836
"513945","CY161816","H3N2","2011-09-01","Peru",NA,"2011-2012",-9.189967,-75.015152
"297497","CY162080","H3N2","2011-08-31","Peru",NA,"2011-2012",-9.189967,-75.015152
"459670","CY124335","H3N2","2011-08-31","Singapore",NA,"2011-2012",1.352083,103.819836
"334137","KT888627","H3N2","2011-08-29","Thailand",NA,"2011-2012",15.870032,100.992541
"378760","CY160568","H3N2","2011-08-29","Peru",NA,"2011-2012",-9.189967,-75.015152
"317553","KP335876","H3N2","2011-08-29","Thailand",NA,"2011-2012",15.870032,100.992541
"345353","CY160504","H3N2","2011-08-27","Peru",NA,"2011-2012",-9.189967,-75.015152
"393360","CY161592","H3N2","2011-08-26","Peru",NA,"2011-2012",-9.189967,-75.015152
"397797","CY162232","H3N2","2011-08-26","Peru",NA,"2011-2012",-9.189967,-75.015152
"441736","KT888626","H3N2","2011-08-25","Thailand",NA,"2011-2012",15.870032,100.992541
"56173","KC892899","H3N2","2011-08-25","USA","Florida","2011-2012",27.6648274,-81.5157535
"363427","CY160608","H3N2","2011-08-25","Peru",NA,"2011-2012",-9.189967,-75.015152
